Target-ID	Compound-ID	Std-value
CHEMBL2148	CHEMBL3975088	740.0
CHEMBL1824	CHEMBL1958210	7040.0
CHEMBL3529	CHEMBL3900950	150.0
CHEMBL2094128	CHEMBL1272300	1020.0
CHEMBL1824	CHEMBL1958034	3840.0
CHEMBL3961	CHEMBL2402002	6173.0
CHEMBL2148	CHEMBL239591	1400.0
CHEMBL260	CHEMBL4077018	36.0
CHEMBL3973	CHEMBL3891464	45.71
CHEMBL4722	CHEMBL214329	47.0
CHEMBL4722	CHEMBL1215284	2170.0
CHEMBL279	CHEMBL1242027	3120.0
CHEMBL203	CHEMBL3980159	100.0
CHEMBL3920	CHEMBL4102228	216.0
CHEMBL1868	CHEMBL127907	200.0
CHEMBL258	CHEMBL237127	59.0
CHEMBL1974	CHEMBL3945845	8128.31
CHEMBL4501	CHEMBL3680471	44.0
CHEMBL2276	CHEMBL425413	510.0
CHEMBL203	CHEMBL45827	240.0
CHEMBL4722	CHEMBL3672896	3234.0
CHEMBL2431	CHEMBL261542	1075.0
CHEMBL3650	CHEMBL574059	933.0
CHEMBL203	CHEMBL3216699	2280.0
CHEMBL1868	CHEMBL147192	100.0
CHEMBL279	CHEMBL3740910	565.0
CHEMBL2637	CHEMBL1682006	465.0
CHEMBL1907601	CHEMBL306748	66.0
CHEMBL203	CHEMBL3938621	50.0
CHEMBL2148	CHEMBL3652321	491.0
CHEMBL3983	CHEMBL2380587	30.4
CHEMBL2842	CHEMBL1241300	710.0
CHEMBL5147	CHEMBL3952315	50.0
CHEMBL4282	CHEMBL258696	138.0
CHEMBL4179	CHEMBL2425640	139.0
CHEMBL2815	CHEMBL3678291	39.0
CHEMBL3650	CHEMBL3681249	57.0
CHEMBL301	CHEMBL507249	590.0
CHEMBL5508	CHEMBL270897	35.0
CHEMBL2971	CHEMBL4065613	2703.0
CHEMBL260	CHEMBL3394112	135.0
CHEMBL2358	CHEMBL3918078	1000.0
CHEMBL3476	CHEMBL249719	1090.0
CHEMBL2148	CHEMBL3642329	9999.0
CHEMBL2148	CHEMBL3948605	61.0
CHEMBL1824	CHEMBL3928396	50.0
CHEMBL5147	CHEMBL1242287	322.0
CHEMBL5407	CHEMBL3950062	149.33
CHEMBL279	CHEMBL3906155	5495.41
CHEMBL5147	CHEMBL939	1000.0
CHEMBL2850	CHEMBL102936	1000.0
CHEMBL2094128	CHEMBL573924	1000.0
CHEMBL2007	CHEMBL323336	710.0
CHEMBL4247	CHEMBL3805786	72.0
CHEMBL1936	CHEMBL1642	100.0
CHEMBL2363049	CHEMBL2029442	1000.0
CHEMBL2431	CHEMBL3672492	68.0
CHEMBL1907600	CHEMBL1802963	3100.0
CHEMBL2095217	CHEMBL301483	33.0
CHEMBL3038477	CHEMBL3893764	100.0
CHEMBL4179	CHEMBL3352845	66.0
CHEMBL4224	CHEMBL3945429	1400.0
CHEMBL279	CHEMBL3942763	1698.24
CHEMBL2971	CHEMBL3652324	115.0
CHEMBL279	CHEMBL3945072	50.0
CHEMBL3553	CHEMBL3971389	570.0
CHEMBL2996	CHEMBL76537	90.0
CHEMBL2094128	CHEMBL125091	800.0
CHEMBL2094128	CHEMBL111620	2800.0
CHEMBL279	CHEMBL2036343	6500.0
CHEMBL1974	CHEMBL3353354	93.0
CHEMBL3961	CHEMBL524266	4000.0
CHEMBL1913	CHEMBL593971	9900.0
CHEMBL279	CHEMBL3674152	1000.0
CHEMBL279	CHEMBL3951156	5754.4
CHEMBL5491	CHEMBL384369	1600.0
CHEMBL2148	CHEMBL3652291	210.0
CHEMBL4816	CHEMBL1257281	5769.0
CHEMBL4722	CHEMBL3680413	40.0
CHEMBL279	CHEMBL3931154	3715.35
CHEMBL2815	CHEMBL3678295	102.0
CHEMBL3717	CHEMBL508776	33.0
CHEMBL3231	CHEMBL1765732	1995.26
CHEMBL1936	CHEMBL195955	50.0
CHEMBL1824	CHEMBL3896404	100.0
CHEMBL1981	CHEMBL3950296	100.0
CHEMBL1936	CHEMBL3884319	76.0
CHEMBL4501	CHEMBL3685221	680.0
CHEMBL1824	CHEMBL205870	3800.0
CHEMBL1974	CHEMBL124035	450.0
CHEMBL1862	CHEMBL2312646	3170.0
CHEMBL260	CHEMBL3314282	6810.0
CHEMBL1957	CHEMBL3974124	100.0
CHEMBL5407	CHEMBL3930311	59.53
CHEMBL260	CHEMBL1682008	5000.0
CHEMBL2971	CHEMBL3675934	1000.0
CHEMBL1824	CHEMBL3967372	1000.0
CHEMBL4523	CHEMBL1915424	74.0
CHEMBL279	CHEMBL3932577	1584.89
CHEMBL1907602	CHEMBL489245	6000.0
CHEMBL5147	CHEMBL3977759	50.0
CHEMBL1974	CHEMBL2386799	66.0
CHEMBL3116	CHEMBL455194	1500.0
CHEMBL1862	CHEMBL3965755	100.0
CHEMBL3038477	CHEMBL3985559	100.0
CHEMBL2637	CHEMBL1923185	70.0
CHEMBL4722	CHEMBL522601	61.0
CHEMBL1981	CHEMBL485565	1800.0
CHEMBL2358	CHEMBL3931853	1000.0
CHEMBL2185	CHEMBL3692206	140.0
CHEMBL301	CHEMBL2204072	50.0
CHEMBL3234	CHEMBL1242385	148.0
CHEMBL3430907	CHEMBL3422094	1800.0
CHEMBL4722	CHEMBL3718679	148.0
CHEMBL4816	CHEMBL1258550	2056.0
CHEMBL2148	CHEMBL3889920	340.0
CHEMBL203	CHEMBL3921664	570.0
CHEMBL2431	CHEMBL404347	107.2
CHEMBL1974	CHEMBL1945704	35.0
CHEMBL2292	CHEMBL1354134	76.0
CHEMBL3476	CHEMBL257402	5000.0
CHEMBL2828	CHEMBL278041	188.0
CHEMBL299	CHEMBL304175	160.0
CHEMBL2431	CHEMBL2012702	311.0
CHEMBL260	CHEMBL221312	168.0
CHEMBL3973	CHEMBL3928923	234.42
CHEMBL301	CHEMBL101679	6000.0
CHEMBL1868	CHEMBL240209	840.0
CHEMBL1907602	CHEMBL326843	460.0
CHEMBL1907601	CHEMBL188650	2000.0
CHEMBL2185	CHEMBL604485	640.0
CHEMBL1907605	CHEMBL2425653	1700.0
CHEMBL203	CHEMBL3944702	50.0
CHEMBL4179	CHEMBL2392831	35.0
CHEMBL260	CHEMBL1091912	88.0
CHEMBL279	CHEMBL3937598	50.0
CHEMBL2358	CHEMBL3921379	2500.0
CHEMBL3920	CHEMBL3593777	320.0
CHEMBL4523	CHEMBL2035627	134.0
CHEMBL4036	CHEMBL364338	48.0
CHEMBL2094115	CHEMBL2420704	1000.0
CHEMBL1907600	CHEMBL2314436	41.0
CHEMBL3920	CHEMBL3356466	130.0
CHEMBL301	CHEMBL3929122	2120.0
CHEMBL3038477	CHEMBL3986704	100.0
CHEMBL1907600	CHEMBL172540	1000.0
CHEMBL4523	CHEMBL3660017	4910.0
CHEMBL4439	CHEMBL1766447	1000.0
CHEMBL2971	CHEMBL3976356	370.0
CHEMBL2292	CHEMBL4092673	190.0
CHEMBL4722	CHEMBL1094477	605.0
CHEMBL4523	CHEMBL2442302	114.0
CHEMBL2431	CHEMBL446779	376.1
CHEMBL279	CHEMBL3916527	48.3
CHEMBL3553	CHEMBL3927649	150.0
CHEMBL2358	CHEMBL3924006	2500.0
CHEMBL5508	CHEMBL3091798	2300.0
CHEMBL260	CHEMBL3394114	451.0
CHEMBL2094115	CHEMBL17370	120.0
CHEMBL2185	CHEMBL3675329	48.0
CHEMBL4523	CHEMBL3687496	99.56
CHEMBL5147	CHEMBL3922278	50.0
CHEMBL1868	CHEMBL77555	600.0
CHEMBL2363049	CHEMBL2178368	978.0
CHEMBL1907605	CHEMBL1922123	200.0
CHEMBL5543	CHEMBL3094448	68.0
CHEMBL3650	CHEMBL3951868	297.0
CHEMBL4523	CHEMBL3921252	59.7
CHEMBL2828	CHEMBL410456	300.0
CHEMBL4142	CHEMBL3959787	89.13
CHEMBL2971	CHEMBL3645112	1018.22
CHEMBL2358	CHEMBL3900821	1000.0
CHEMBL301	CHEMBL3892881	770.0
CHEMBL1907602	CHEMBL3110227	2800.0
CHEMBL279	CHEMBL190866	84.0
CHEMBL2094126	CHEMBL151774	240.0
CHEMBL5408	CHEMBL3650742	9000.0
CHEMBL5331	CHEMBL3092780	110.0
CHEMBL1974	CHEMBL2386806	35.0
CHEMBL4523	CHEMBL2035633	197.0
CHEMBL260	CHEMBL199247	46.0
CHEMBL4722	CHEMBL1765750	125.89
CHEMBL5508	CHEMBL2321964	1600.0
CHEMBL2842	CHEMBL1242572	596.0
CHEMBL3142	CHEMBL1241586	186.0
CHEMBL4523	CHEMBL3903651	838.03
CHEMBL1824	CHEMBL473428	122.0
CHEMBL3553	CHEMBL3922488	610.0
CHEMBL1844	CHEMBL124660	3430.0
CHEMBL299	CHEMBL367127	290.0
CHEMBL2749	CHEMBL57347	470.0
CHEMBL1913	CHEMBL475817	31.0
CHEMBL1907605	CHEMBL1796365	5986.0
CHEMBL2095217	CHEMBL49596	1320.0
CHEMBL3231	CHEMBL38380	4300.0
CHEMBL2185	CHEMBL2441273	398.11
CHEMBL1936	CHEMBL323405	1000.0
CHEMBL279	CHEMBL1085240	2300.0
CHEMBL3973	CHEMBL3978313	47.86
CHEMBL279	CHEMBL2419760	848.0
CHEMBL2358	CHEMBL3895486	2500.0
CHEMBL3973	CHEMBL4093349	2772.0
CHEMBL2971	CHEMBL570231	160.0
CHEMBL2094126	CHEMBL310491	1800.0
CHEMBL4040	CHEMBL388590	1946.0
CHEMBL4179	CHEMBL221315	87.0
CHEMBL1907600	CHEMBL406619	180.0
CHEMBL1907605	CHEMBL360675	5000.0
CHEMBL279	CHEMBL3644029	1000.0
CHEMBL1907605	CHEMBL1796521	48.0
CHEMBL4523	CHEMBL3921086	502.39
CHEMBL203	CHEMBL335718	1300.0
CHEMBL1907601	CHEMBL1272066	40.0
CHEMBL2185	CHEMBL3675365	500.0
CHEMBL2185	CHEMBL3353359	180.0
CHEMBL3529	CHEMBL3687184	65.0
CHEMBL2971	CHEMBL4104127	38.0
CHEMBL1936	CHEMBL3085973	310.0
CHEMBL279	CHEMBL497049	36.0
CHEMBL4501	CHEMBL3685231	2800.0
CHEMBL260	CHEMBL373767	2400.0
CHEMBL5508	CHEMBL1802391	190.0
CHEMBL3038477	CHEMBL3895989	100.0
CHEMBL1907600	CHEMBL48082	5000.0
CHEMBL4895	CHEMBL437331	455.0
CHEMBL4523	CHEMBL2017350	49.0
CHEMBL279	CHEMBL3961923	912.01
CHEMBL2292	CHEMBL2314468	1200.0
CHEMBL2508	CHEMBL3702225	42.0
CHEMBL1868	CHEMBL205639	710.0
CHEMBL1913	CHEMBL148514	170.0
CHEMBL279	CHEMBL246342	580.0
CHEMBL1936	CHEMBL3339360	45.0
CHEMBL3650	CHEMBL496172	7900.0
CHEMBL1974	CHEMBL1173244	1000.0
CHEMBL1974	CHEMBL219722	54.0
CHEMBL5408	CHEMBL3682422	100.0
CHEMBL2695	CHEMBL3645092	1120.97
CHEMBL2971	CHEMBL3676077	1000.0
CHEMBL203	CHEMBL2048904	36.0
CHEMBL5508	CHEMBL1802402	9100.0
CHEMBL3905	CHEMBL1088429	3296.0
CHEMBL1936	CHEMBL3669005	100.0
CHEMBL260	CHEMBL3921640	45.0
CHEMBL279	CHEMBL3671535	84.0
CHEMBL1862	CHEMBL1242384	690.0
CHEMBL2749	CHEMBL225827	9700.0
CHEMBL1907602	CHEMBL523714	300.0
CHEMBL2094128	CHEMBL190303	5000.0
CHEMBL1868	CHEMBL3944929	59.0
CHEMBL279	CHEMBL1271480	100.0
CHEMBL308	CHEMBL319171	160.0
CHEMBL2358	CHEMBL3967701	1000.0
CHEMBL301	CHEMBL397531	605.0
CHEMBL1844	CHEMBL3673450	32.0
CHEMBL2363049	CHEMBL3233794	2252.0
CHEMBL3582	CHEMBL2147546	802.0
CHEMBL260	CHEMBL279377	413.0
CHEMBL331	CHEMBL3702246	54.0
CHEMBL2148	CHEMBL4067915	511.0
CHEMBL258	CHEMBL1270795	468.0
CHEMBL2094138	CHEMBL103334	2000.0
CHEMBL2148	CHEMBL3644966	475.64
CHEMBL4247	CHEMBL2403375	3300.0
CHEMBL2695	CHEMBL2325087	9900.0
CHEMBL203	CHEMBL4062830	52.8
CHEMBL301	CHEMBL3655765	120.0
CHEMBL2276	CHEMBL393861	67.0
CHEMBL2094138	CHEMBL48665	260.0
CHEMBL4898	CHEMBL3582430	120.0
CHEMBL4895	CHEMBL3326002	85.0
CHEMBL2971	CHEMBL3642283	106.1
CHEMBL258	CHEMBL168661	340.0
CHEMBL2007	CHEMBL605957	1156.0
CHEMBL3973	CHEMBL103667	7000.0
CHEMBL279	CHEMBL3907551	457.09
CHEMBL2276	CHEMBL590109	520.0
CHEMBL279	CHEMBL1762525	100.0
CHEMBL1868	CHEMBL210113	3785.0
CHEMBL1862	CHEMBL3330127	3070.0
CHEMBL2148	CHEMBL2062810	38.0
CHEMBL3650	CHEMBL2086724	950.0
CHEMBL1981	CHEMBL1076193	7631.0
CHEMBL203	CHEMBL3752404	189.49
CHEMBL2508	CHEMBL3702140	178.0
CHEMBL1936	CHEMBL3894634	180.0
CHEMBL301	CHEMBL3822989	63.0
CHEMBL301	CHEMBL392615	612.0
CHEMBL4722	CHEMBL1801100	570.0
CHEMBL203	CHEMBL406845	480.0
CHEMBL2695	CHEMBL3645060	999.0
CHEMBL3529	CHEMBL3687165	160.0
CHEMBL3553	CHEMBL3896712	2600.0
CHEMBL2094128	CHEMBL143491	238.0
CHEMBL5314	CHEMBL2006765	1030.0
CHEMBL3553	CHEMBL3956911	1000.0
CHEMBL3650	CHEMBL211708	830.0
CHEMBL3905	CHEMBL480222	230.0
CHEMBL203	CHEMBL3325471	5400.0
CHEMBL1957	CHEMBL3973742	100.0
CHEMBL2971	CHEMBL3652322	65.8
CHEMBL279	CHEMBL3898255	676.08
CHEMBL4282	CHEMBL255360	129.0
CHEMBL4439	CHEMBL1272127	231.0
CHEMBL279	CHEMBL3928439	50.0
CHEMBL258	CHEMBL69868	260.0
CHEMBL3038477	CHEMBL3895809	1000.0
CHEMBL5147	CHEMBL3932218	50.0
CHEMBL2094128	CHEMBL2314478	1000.0
CHEMBL2431	CHEMBL508754	125.0
CHEMBL4630	CHEMBL1643204	1080.0
CHEMBL2148	CHEMBL3622139	2900.0
CHEMBL2148	CHEMBL3905358	1000.0
CHEMBL2971	CHEMBL3622826	3150.0
CHEMBL3234	CHEMBL3780714	2141.0
CHEMBL279	CHEMBL3905131	100.0
CHEMBL203	CHEMBL3787344	160.6
CHEMBL203	CHEMBL247710	38.0
CHEMBL2358	CHEMBL3964887	2500.0
CHEMBL3009	CHEMBL3930316	376.0
CHEMBL4501	CHEMBL1098302	182.0
CHEMBL203	CHEMBL3633142	50.0
CHEMBL2095217	CHEMBL48809	1650.0
CHEMBL4722	CHEMBL2170404	1000.0
CHEMBL3650	CHEMBL3945658	75.86
CHEMBL3629	CHEMBL2177299	63.0
CHEMBL2996	CHEMBL595492	120.0
CHEMBL2185	CHEMBL3087819	3447.0
CHEMBL2996	CHEMBL595734	240.0
CHEMBL4523	CHEMBL3691966	37.43
CHEMBL1824	CHEMBL3905921	1000.0
CHEMBL203	CHEMBL168266	2820.0
CHEMBL3616	CHEMBL367488	260.0
CHEMBL4523	CHEMBL1782528	7000.0
CHEMBL2637	CHEMBL1784087	540.0
CHEMBL2094126	CHEMBL365144	140.0
CHEMBL5543	CHEMBL3900000	599.8
CHEMBL4630	CHEMBL529897	270.0
CHEMBL2996	CHEMBL312067	40.0
CHEMBL1844	CHEMBL3673949	100.0
CHEMBL279	CHEMBL2385590	214.7
CHEMBL4282	CHEMBL3973744	430.0
CHEMBL1913	CHEMBL273198	1000.0
CHEMBL1907605	CHEMBL518800	62.0
CHEMBL4376	CHEMBL4076663	7200.0
CHEMBL203	CHEMBL466615	79.0
CHEMBL2363049	CHEMBL1923016	40.0
CHEMBL4523	CHEMBL3933088	62.7
CHEMBL279	CHEMBL3922607	269.15
CHEMBL2971	CHEMBL1078720	166.0
CHEMBL3553	CHEMBL3975158	140.0
CHEMBL1981	CHEMBL3949909	100.0
CHEMBL1824	CHEMBL3937303	1000.0
CHEMBL3553	CHEMBL3655096	4910.0
CHEMBL2094128	CHEMBL1271563	1037.0
CHEMBL3038477	CHEMBL3986251	1000.0
CHEMBL203	CHEMBL231663	1000.0
CHEMBL5147	CHEMBL1242115	2910.0
CHEMBL203	CHEMBL461869	50.0
CHEMBL308	CHEMBL2012405	1200.0
CHEMBL4523	CHEMBL3676263	243.0
CHEMBL4439	CHEMBL1272181	782.0
CHEMBL2094128	CHEMBL2181320	210.0
CHEMBL203	CHEMBL3805775	247.2
CHEMBL1936	CHEMBL288441	6313.0
CHEMBL299	CHEMBL120069	4700.0
CHEMBL3905	CHEMBL2048912	7100.0
CHEMBL203	CHEMBL454796	100.0
CHEMBL2094127	CHEMBL353554	2200.0
CHEMBL4523	CHEMBL3664616	166.9
CHEMBL2815	CHEMBL505830	500.0
CHEMBL279	CHEMBL426004	36.0
CHEMBL1862	CHEMBL1242290	4100.0
CHEMBL3038469	CHEMBL4062820	4100.0
CHEMBL2971	CHEMBL2035050	370.0
CHEMBL2148	CHEMBL2207765	980.0
CHEMBL3717	CHEMBL602905	180.0
CHEMBL3973	CHEMBL3968094	81.28
CHEMBL2094138	CHEMBL305667	1900.0
CHEMBL279	CHEMBL1215346	1000.0
CHEMBL3553	CHEMBL3905358	1000.0
CHEMBL279	CHEMBL4060996	33.0
CHEMBL3582	CHEMBL309034	150.0
CHEMBL1913	CHEMBL1630107	3300.0
CHEMBL308	CHEMBL134080	200.0
CHEMBL2358	CHEMBL3922569	2500.0
CHEMBL4523	CHEMBL3393707	204.0
CHEMBL301	CHEMBL220241	3500.0
CHEMBL258	CHEMBL12131	1249.0
CHEMBL3476	CHEMBL471496	4000.0
CHEMBL4523	CHEMBL3652020	68.0
CHEMBL4898	CHEMBL3355065	190.0
CHEMBL2749	CHEMBL60690	5000.0
CHEMBL4247	CHEMBL2042696	180.0
CHEMBL1907605	CHEMBL72808	977.24
CHEMBL2068	CHEMBL3918761	50.0
CHEMBL5147	CHEMBL3907764	50.0
CHEMBL203	CHEMBL3344219	110.2
CHEMBL331	CHEMBL457887	140.0
CHEMBL308	CHEMBL2403096	49.0
CHEMBL5147	CHEMBL268825	58.0
CHEMBL2095942	CHEMBL189579	145.0
CHEMBL4722	CHEMBL1099010	792.0
CHEMBL279	CHEMBL2023800	245.0
CHEMBL1824	CHEMBL3924380	1000.0
CHEMBL279	CHEMBL4096271	4050.0
CHEMBL279	CHEMBL419082	1000.0
CHEMBL258	CHEMBL2312649	610.0
CHEMBL279	CHEMBL3938621	50.0
CHEMBL4523	CHEMBL3904314	30.09
CHEMBL2094128	CHEMBL1641619	590.0
CHEMBL5122	CHEMBL477772	50.0
CHEMBL3650	CHEMBL3959290	4920.0
CHEMBL2971	CHEMBL3359918	170.0
CHEMBL4722	CHEMBL2022378	186.0
CHEMBL279	CHEMBL3962805	323.59
CHEMBL279	CHEMBL3969446	5370.32
CHEMBL3142	CHEMBL1242656	107.0
CHEMBL4282	CHEMBL3672011	83.0
CHEMBL4523	CHEMBL3687462	726.23
CHEMBL3616	CHEMBL302998	60.0
CHEMBL1974	CHEMBL3906299	370.0
CHEMBL2292	CHEMBL4062218	104.0
CHEMBL2148	CHEMBL3950399	1000.0
CHEMBL3231	CHEMBL4062209	260.0
CHEMBL2148	CHEMBL3652320	753.0
CHEMBL2815	CHEMBL3676083	33.9
CHEMBL2292	CHEMBL1407164	155.0
CHEMBL2971	CHEMBL3655083	607.0
CHEMBL2007	CHEMBL179450	490.0
CHEMBL279	CHEMBL1242751	5290.0
CHEMBL2185	CHEMBL1650541	218.0
CHEMBL1981	CHEMBL1082829	1000.0
CHEMBL4722	CHEMBL1765739	5011.87
CHEMBL2971	CHEMBL3642329	9999.0
CHEMBL4722	CHEMBL201511	9900.0
CHEMBL3650	CHEMBL4061083	4340.0
CHEMBL2695	CHEMBL3642415	41.73
CHEMBL3142	CHEMBL1241768	35.0
CHEMBL4142	CHEMBL3681273	110.0
CHEMBL4282	CHEMBL1773600	739.0
CHEMBL2637	CHEMBL1784088	960.0
CHEMBL3234	CHEMBL1241944	708.0
CHEMBL2971	CHEMBL1078721	163.0
CHEMBL331	CHEMBL609040	1420.0
CHEMBL260	CHEMBL2364611	405.0
CHEMBL2971	CHEMBL3335697	180.0
CHEMBL279	CHEMBL3966748	2951.21
CHEMBL2094127	CHEMBL122850	500.0
CHEMBL1991	CHEMBL249720	260.0
CHEMBL4282	CHEMBL3699730	423.0
CHEMBL203	CHEMBL243410	283.3
CHEMBL2148	CHEMBL3314278	3030.0
CHEMBL203	CHEMBL179652	100.0
CHEMBL1974	CHEMBL2010872	71.0
CHEMBL3038477	CHEMBL3954481	100.0
CHEMBL1824	CHEMBL3921446	1000.0
CHEMBL2971	CHEMBL3924171	1000.0
CHEMBL203	CHEMBL49120	350.0
CHEMBL1824	CHEMBL3944142	1000.0
CHEMBL2094126	CHEMBL147184	42.0
CHEMBL5147	CHEMBL1240565	2900.0
CHEMBL301	CHEMBL507167	38.0
CHEMBL4722	CHEMBL215275	190.0
CHEMBL4722	CHEMBL3670458	450.0
CHEMBL1907600	CHEMBL258700	4000.0
CHEMBL279	CHEMBL1242656	77.0
CHEMBL4282	CHEMBL604060	50.0
CHEMBL203	CHEMBL2070045	510.0
CHEMBL3650	CHEMBL3417489	1000.0
CHEMBL4523	CHEMBL3664626	1000.0
CHEMBL279	CHEMBL2018773	7450.0
CHEMBL2148	CHEMBL1089814	9900.0
CHEMBL3650	CHEMBL4062871	418.4
CHEMBL1936	CHEMBL321193	1000.0
CHEMBL308	CHEMBL3651156	1700.0
CHEMBL301	CHEMBL102926	32.0
CHEMBL1907600	CHEMBL296586	850.0
CHEMBL2996	CHEMBL328229	7800.0
CHEMBL5408	CHEMBL3921247	100.0
CHEMBL3582	CHEMBL207544	8900.0
CHEMBL279	CHEMBL427233	48.0
CHEMBL3234	CHEMBL1076193	904.0
CHEMBL279	CHEMBL377400	123.0
CHEMBL203	CHEMBL595406	250.0
CHEMBL2637	CHEMBL494072	788.0
CHEMBL2996	CHEMBL566424	183.0
CHEMBL2971	CHEMBL3934627	200.0
CHEMBL3038469	CHEMBL3962672	5000.0
CHEMBL203	CHEMBL3604915	3700.0
CHEMBL4142	CHEMBL3982334	77.62
CHEMBL260	CHEMBL510516	1000.0
CHEMBL2148	CHEMBL214556	8333.0
CHEMBL4282	CHEMBL3699664	348.0
CHEMBL2815	CHEMBL3675985	37.8
CHEMBL2358	CHEMBL3963504	2500.0
CHEMBL279	CHEMBL3902110	5754.4
CHEMBL279	CHEMBL460465	52.0
CHEMBL2971	CHEMBL3650983	348.0
CHEMBL2971	CHEMBL3642346	40.28
CHEMBL4282	CHEMBL2036343	3600.0
CHEMBL4282	CHEMBL3699765	229.0
CHEMBL301	CHEMBL1421	5000.0
CHEMBL2971	CHEMBL3676088	1000.0
CHEMBL301	CHEMBL609040	35.0
CHEMBL2749	CHEMBL431942	280.0
CHEMBL1936	CHEMBL425043	80.0
CHEMBL1957	CHEMBL1241764	1300.0
CHEMBL1868	CHEMBL2086726	2551.0
CHEMBL203	CHEMBL3133821	270.0
CHEMBL2749	CHEMBL379995	3000.0
CHEMBL2185	CHEMBL1765762	7943.28
CHEMBL1957	CHEMBL3104852	2040.0
CHEMBL279	CHEMBL498105	64.0
CHEMBL3529	CHEMBL2010815	204.0
CHEMBL1824	CHEMBL2031311	970.0
CHEMBL1913	CHEMBL141247	5000.0
CHEMBL279	CHEMBL3975986	1000.0
CHEMBL299	CHEMBL1940997	740.0
CHEMBL5314	CHEMBL3093639	2000.0
CHEMBL3038477	CHEMBL4115114	100.0
CHEMBL301	CHEMBL1922209	110.0
CHEMBL2276	CHEMBL64040	850.0
CHEMBL1936	CHEMBL4100838	5970.0
CHEMBL1824	CHEMBL517585	32.0
CHEMBL1844	CHEMBL3678301	137.0
CHEMBL1974	CHEMBL3902434	4466.84
CHEMBL4247	CHEMBL3582442	3900.0
CHEMBL2358	CHEMBL3936005	2500.0
CHEMBL5147	CHEMBL3955486	50.0
CHEMBL308	CHEMBL23525	150.0
CHEMBL3905	CHEMBL1916891	624.0
CHEMBL4224	CHEMBL3408802	110.0
CHEMBL203	CHEMBL3939133	50.0
CHEMBL279	CHEMBL3959193	2951.21
CHEMBL1907602	CHEMBL492244	300.0
CHEMBL2147	CHEMBL3685743	4700.0
CHEMBL1981	CHEMBL3974421	100.0
CHEMBL2637	CHEMBL198427	270.0
CHEMBL3616	CHEMBL3338841	1000.0
CHEMBL2148	CHEMBL3642274	68.0
CHEMBL4282	CHEMBL1097972	433.0
CHEMBL2147	CHEMBL3962189	2352.95
CHEMBL1868	CHEMBL392331	2250.0
CHEMBL2363049	CHEMBL3786858	45.0
CHEMBL203	CHEMBL401930	1600.0
CHEMBL279	CHEMBL212985	159.0
CHEMBL2971	CHEMBL3694580	104.0
CHEMBL203	CHEMBL3946116	1000.0
CHEMBL260	CHEMBL2204532	45.0
CHEMBL3038469	CHEMBL3907135	5000.0
CHEMBL4142	CHEMBL3952885	144.54
CHEMBL2068	CHEMBL3951403	50.0
CHEMBL2208	CHEMBL563672	1320.0
CHEMBL2148	CHEMBL3675980	1000.0
CHEMBL4282	CHEMBL2177832	4200.0
CHEMBL1957	CHEMBL3806280	244.0
CHEMBL3024	CHEMBL1630111	3900.0
CHEMBL4247	CHEMBL1823223	66.4
CHEMBL3038477	CHEMBL3976006	1000.0
CHEMBL5331	CHEMBL3357439	1000.0
CHEMBL260	CHEMBL4101953	47.0
CHEMBL2971	CHEMBL3644982	70.04
CHEMBL2971	CHEMBL2208032	452.0
CHEMBL1868	CHEMBL74850	60.0
CHEMBL4282	CHEMBL455226	37.0
CHEMBL2094128	CHEMBL1794057	2500.0
CHEMBL308	CHEMBL2158857	36.0
CHEMBL1824	CHEMBL3746473	2060.0
CHEMBL1981	CHEMBL2088096	3162.28
CHEMBL2094126	CHEMBL575447	897.0
CHEMBL1824	CHEMBL1256428	397.0
CHEMBL2996	CHEMBL477617	67.0
CHEMBL2971	CHEMBL3642338	60.26
CHEMBL2276	CHEMBL1287858	2100.0
CHEMBL260	CHEMBL1824440	1000.0
CHEMBL279	CHEMBL2063434	1000.0
CHEMBL3650	CHEMBL4075768	1000.0
CHEMBL2599	CHEMBL3622697	197.0
CHEMBL1936	CHEMBL1215218	1000.0
CHEMBL2971	CHEMBL3966746	34.0
CHEMBL279	CHEMBL3221555	6500.0
CHEMBL301	CHEMBL363058	3400.0
CHEMBL2842	CHEMBL1241768	450.0
CHEMBL2185	CHEMBL1651483	930.0
CHEMBL4523	CHEMBL3660056	2866.0
CHEMBL3038469	CHEMBL3903712	5000.0
CHEMBL2094127	CHEMBL423582	226.0
CHEMBL260	CHEMBL570567	1600.0
CHEMBL3797	CHEMBL3334621	36.0
CHEMBL260	CHEMBL3260901	844.0
CHEMBL3553	CHEMBL1938649	937.0
CHEMBL5407	CHEMBL3394062	181.0
CHEMBL2095942	CHEMBL191839	35.0
CHEMBL279	CHEMBL3671578	478.0
CHEMBL203	CHEMBL3752825	94.82
CHEMBL4722	CHEMBL3680483	51.0
CHEMBL2828	CHEMBL2420704	90.0
CHEMBL4282	CHEMBL270157	86.0
CHEMBL4224	CHEMBL1882945	2370.0
CHEMBL1974	CHEMBL3915268	6918.31
CHEMBL279	CHEMBL178276	100.0
CHEMBL2147	CHEMBL85496	5100.0
CHEMBL308	CHEMBL2012414	150.0
CHEMBL4376	CHEMBL1802846	210.0
CHEMBL4895	CHEMBL2036799	660.0
CHEMBL308	CHEMBL2402953	152.0
CHEMBL4036	CHEMBL2321951	520.0
CHEMBL2147	CHEMBL3354522	49.0
